Market penetration (%),Beeline distance (mi),Road distance (mi),eVTOL time (min),Road time (min),eVTOL cost (USD),eVTOL cost per mile (USD/mi),Commute trips share,Personal trips share,Business trips share,Income band A trips share,Income band B trips share,Income band C trips share,Income band D trips share,Income band E trips share
3.1%,149.6,190.0,108.4,207.3,389.3,2.6,1%,98%,1%,39%,23%,12%,12%,13%
0.9%,123.4,142.0,106.2,162.9,344.4,2.8,1%,96%,3%,39%,26%,12%,11%,11%
0.6%,108.0,125.4,87.8,141.8,310.5,2.9,1%,96%,2%,40%,25%,12%,11%,12%
0.3%,95.6,117.3,84.8,130.4,285.7,3.0,2%,96%,1%,41%,26%,12%,10%,11%
0.4%,103.2,123.4,87.8,140.2,300.5,2.9,2%,96%,1%,41%,26%,12%,10%,11%
0.0%,11.2,15.7,34.3,28.8,114.6,10.2,22%,72%,5%,29%,22%,15%,17%,18%
9.5%,276.9,328.5,144.5,328.3,596.6,2.2,5%,90%,5%,34%,22%,13%,15%,16%
5.8%,196.9,232.8,118.2,250.9,472.2,2.4,1%,93%,7%,36%,24%,14%,13%,14%
6.2%,203.8,241.1,116.8,253.3,480.3,2.4,1%,93%,7%,34%,24%,14%,14%,14%
2.0%,151.9,172.7,97.6,205.5,388.6,2.6,0%,99%,1%,38%,25%,12%,13%,12%
4.8%,252.2,298.1,138.7,305.3,560.6,2.2,1%,97%,3%,42%,26%,12%,10%,10%
1.9%,126.2,142.1,92.6,175.8,343.6,2.7,1%,96%,3%,33%,22%,13%,15%,18%
0.0%,21.3,25.0,45.5,53.1,144.2,6.8,29%,66%,5%,30%,22%,15%,15%,18%
0.4%,63.1,73.4,70.7,108.4,214.1,3.4,14%,82%,3%,31%,23%,15%,16%,16%
1.7%,150.3,176.8,115.8,216.7,393.3,2.6,1%,96%,2%,40%,25%,13%,12%,11%
0.6%,111.3,133.9,96.2,153.6,318.3,2.9,1%,98%,1%,39%,26%,12%,11%,12%
1.2%,132.4,157.7,101.9,177.6,358.0,2.7,3%,95%,2%,39%,25%,12%,12%,11%
0.1%,95.8,104.7,87.1,116.8,287.4,3.0,3%,96%,2%,38%,26%,13%,12%,11%
2.3%,104.9,117.4,74.7,131.6,301.1,2.9,15%,80%,5%,30%,20%,15%,16%,18%
0.0%,13.6,17.4,38.5,30.5,127.4,9.4,37%,58%,5%,31%,23%,15%,14%,16%
0.0%,22.6,30.3,44.5,50.7,150.1,6.7,29%,66%,4%,29%,21%,15%,15%,19%
0.0%,8.2,12.0,34.1,21.5,111.9,13.6,32%,65%,3%,30%,21%,16%,15%,18%
0.6%,77.9,96.5,80.3,110.3,251.7,3.2,12%,84%,4%,28%,23%,16%,16%,19%
0.1%,29.2,36.7,51.1,70.2,171.1,5.9,32%,64%,4%,33%,21%,14%,14%,17%
0.6%,24.4,34.3,50.9,78.2,156.8,6.4,30%,64%,5%,34%,23%,16%,14%,14%
0.1%,21.0,31.4,46.0,63.3,145.0,6.9,36%,60%,4%,28%,22%,16%,16%,19%
2.2%,93.3,115.0,68.0,123.1,275.7,3.0,6%,89%,5%,35%,20%,15%,14%,16%
1.3%,99.9,124.5,88.9,135.4,297.2,3.0,8%,88%,4%,30%,22%,16%,16%,17%
0.1%,28.2,44.2,46.7,69.1,167.8,5.9,41%,55%,4%,29%,22%,16%,15%,19%
0.2%,18.2,32.9,47.9,66.4,148.3,8.1,52%,44%,4%,28%,22%,15%,15%,18%
0.0%,18.0,22.0,40.9,50.3,147.4,8.2,52%,44%,4%,30%,22%,15%,15%,18%
0.5%,27.3,36.7,48.1,77.9,167.7,6.1,20%,74%,6%,35%,23%,16%,14%,13%
0.2%,17.4,24.0,47.6,58.7,144.5,8.3,50%,43%,7%,31%,22%,15%,14%,18%
0.9%,38.1,46.8,50.1,80.4,166.5,4.4,35%,58%,6%,30%,21%,15%,15%,18%
2.8%,38.8,53.4,61.5,100.3,172.1,4.4,45%,48%,7%,29%,22%,16%,16%,18%
0.0%,10.6,15.2,37.0,32.3,112.1,10.6,39%,57%,5%,30%,22%,16%,14%,17%
0.0%,22.4,27.1,41.3,37.8,149.6,6.7,26%,70%,4%,35%,22%,14%,13%,16%
2.3%,72.6,90.0,74.2,141.1,239.5,3.3,13%,83%,4%,31%,22%,16%,16%,15%
2.3%,90.4,104.3,67.9,120.7,269.8,3.0,12%,83%,5%,28%,22%,14%,14%,21%
1.2%,83.1,93.1,73.3,119.0,260.1,3.1,14%,82%,4%,28%,21%,16%,16%,19%
15.4%,41.7,83.0,49.0,98.8,173.1,4.2,38%,56%,6%,29%,20%,15%,16%,20%
0.1%,16.0,27.9,43.4,57.6,138.7,8.7,39%,57%,3%,30%,22%,15%,15%,18%
0.0%,11.1,14.3,37.4,23.2,115.2,10.4,27%,69%,4%,29%,21%,16%,16%,18%
0.1%,30.8,37.9,49.3,67.9,159.1,5.2,34%,61%,5%,31%,22%,15%,15%,17%
0.1%,37.0,45.3,52.4,71.8,164.3,4.4,30%,66%,4%,31%,21%,15%,16%,17%
2.1%,97.8,122.0,71.6,145.9,285.0,2.9,2%,96%,2%,31%,21%,15%,17%,16%
6.9%,178.8,213.5,108.6,234.0,441.8,2.5,2%,91%,6%,33%,20%,14%,15%,18%
2.5%,105.4,125.2,88.1,161.2,311.1,3.0,4%,90%,6%,32%,22%,15%,15%,16%
3.2%,113.4,133.5,73.1,158.9,316.9,2.8,1%,93%,6%,30%,24%,17%,15%,15%
1.0%,46.1,58.9,62.5,97.4,185.9,4.0,34%,61%,5%,32%,23%,14%,16%,16%
5.9%,157.1,185.3,88.9,202.2,396.9,2.5,1%,92%,7%,37%,23%,14%,12%,15%
1.4%,30.0,36.9,48.1,86.5,173.8,5.8,37%,58%,5%,26%,19%,14%,17%,24%
3.0%,87.4,109.5,66.6,114.8,263.4,3.0,14%,79%,6%,29%,22%,15%,14%,20%
0.5%,55.9,70.0,62.0,92.2,201.5,3.6,30%,65%,5%,28%,22%,17%,17%,17%
2.0%,54.8,69.2,74.1,116.1,206.2,3.8,24%,63%,13%,31%,22%,15%,15%,17%
0.8%,26.0,38.7,45.5,77.0,161.0,6.2,52%,43%,5%,30%,22%,16%,16%,17%
0.9%,49.3,66.0,54.9,79.6,189.6,3.8,30%,61%,8%,29%,21%,16%,16%,17%
0.0%,17.6,31.8,42.3,58.0,144.9,8.2,37%,59%,4%,28%,23%,16%,16%,18%
1.8%,118.2,137.4,82.3,156.7,326.9,2.8,4%,95%,1%,29%,20%,15%,18%,17%
0.5%,82.7,98.4,77.4,113.4,265.6,3.2,15%,83%,2%,33%,21%,14%,15%,17%
1.5%,112.3,125.5,78.8,140.5,315.9,2.8,6%,91%,3%,26%,20%,16%,18%,20%
17.3%,64.3,124.1,58.1,142.8,215.1,3.3,5%,92%,2%,26%,19%,15%,19%,21%
1.0%,80.0,91.4,65.5,104.7,249.8,3.1,15%,83%,2%,28%,19%,14%,17%,21%
2.5%,128.0,152.1,85.7,160.4,345.3,2.7,3%,94%,3%,30%,21%,16%,16%,17%
3.7%,97.1,129.1,71.4,133.0,285.4,2.9,4%,94%,2%,24%,20%,16%,18%,22%
18.7%,80.3,143.1,66.5,159.2,250.5,3.1,1%,88%,11%,28%,19%,15%,16%,23%
24.6%,77.1,148.5,65.5,163.4,243.7,3.2,3%,88%,9%,23%,16%,15%,18%,28%
6.8%,87.9,132.1,67.5,136.4,266.1,3.0,5%,92%,3%,27%,19%,17%,16%,22%
4.4%,115.7,146.0,81.5,154.8,322.4,2.8,1%,94%,5%,27%,20%,14%,17%,21%
1.2%,122.9,138.6,82.5,153.8,336.1,2.7,2%,97%,1%,26%,19%,15%,19%,21%
2.3%,130.4,153.2,84.2,158.8,351.7,2.7,4%,94%,2%,30%,21%,17%,15%,17%
1.9%,120.0,144.1,84.1,157.1,330.2,2.8,1%,97%,2%,26%,19%,16%,19%,20%
0.2%,67.2,76.7,58.8,80.3,222.5,3.3,20%,78%,1%,26%,19%,14%,18%,22%
7.6%,143.0,172.7,90.3,177.9,372.5,2.6,1%,90%,9%,22%,18%,16%,18%,26%
2.9%,111.0,135.7,77.6,145.4,312.6,2.8,7%,91%,3%,26%,19%,16%,18%,21%
0.5%,85.2,96.5,65.5,108.8,261.3,3.1,10%,89%,1%,35%,21%,13%,15%,16%
7.5%,177.4,219.1,97.4,233.9,432.0,2.4,0%,98%,2%,28%,19%,15%,19%,19%
0.0%,14.8,19.6,44.5,36.2,139.2,9.4,14%,82%,3%,29%,22%,14%,16%,18%
0.0%,23.4,28.7,44.9,50.5,154.7,6.6,14%,83%,3%,31%,22%,14%,16%,17%
11.7%,130.3,162.7,86.8,178.0,349.0,2.7,5%,80%,15%,25%,18%,15%,19%,24%
0.8%,119.5,135.2,93.6,157.3,337.4,2.8,4%,95%,2%,29%,21%,15%,17%,18%
0.8%,95.9,108.9,78.3,129.0,287.7,3.0,9%,89%,2%,32%,21%,14%,15%,17%
0.4%,74.6,86.6,66.3,95.2,241.8,3.2,17%,82%,2%,31%,20%,14%,16%,20%
0.8%,72.2,83.4,60.4,88.2,233.2,3.2,13%,83%,3%,28%,20%,14%,18%,21%
16.3%,87.3,153.1,66.0,173.1,265.3,3.0,2%,95%,4%,28%,20%,15%,18%,20%
25.8%,280.7,353.6,139.2,351.8,597.2,2.1,5%,73%,22%,27%,18%,12%,14%,29%
10.3%,210.2,243.9,110.8,244.8,488.5,2.3,3%,86%,11%,28%,20%,16%,15%,21%
11.7%,218.2,252.2,116.1,255.5,501.0,2.3,2%,86%,12%,23%,21%,16%,17%,24%
2.6%,147.7,172.0,96.4,190.2,385.7,2.6,1%,97%,2%,35%,22%,13%,15%,14%
16.8%,260.6,328.0,129.4,336.9,566.8,2.2,7%,83%,11%,31%,20%,14%,16%,18%
6.9%,134.4,164.0,84.1,174.2,356.9,2.7,1%,95%,3%,21%,15%,13%,18%,32%
21.0%,79.3,143.5,66.9,161.3,248.2,3.1,1%,88%,11%,24%,19%,15%,16%,26%
5.9%,58.0,96.9,64.3,114.9,210.8,3.6,16%,81%,4%,28%,21%,16%,17%,19%
6.0%,159.6,187.3,98.3,180.2,402.6,2.5,14%,79%,8%,19%,26%,17%,19%,19%
1.7%,125.5,150.2,92.8,166.1,346.8,2.8,2%,96%,2%,30%,22%,15%,16%,17%
4.2%,89.9,123.4,73.5,129.3,275.7,3.1,15%,80%,5%,27%,22%,14%,17%,19%
3.9%,106.2,136.4,75.8,145.8,303.1,2.9,8%,91%,2%,24%,19%,17%,19%,21%
1.8%,35.6,44.4,50.3,79.1,161.3,4.5,41%,52%,7%,33%,23%,15%,14%,16%
0.0%,8.9,12.7,35.2,25.5,116.2,13.1,35%,60%,5%,29%,23%,16%,16%,16%
1.2%,87.3,103.3,68.3,118.6,263.4,3.0,2%,95%,3%,29%,24%,15%,17%,15%
1.7%,42.5,51.3,54.5,86.6,174.9,4.1,38%,55%,7%,32%,22%,15%,15%,16%
0.0%,11.2,20.3,48.8,53.0,116.4,10.4,37%,57%,6%,31%,23%,16%,16%,15%
0.1%,27.8,34.1,48.9,62.1,167.4,6.0,42%,55%,4%,27%,23%,15%,16%,19%
1.0%,100.9,110.2,74.0,119.4,291.3,2.9,6%,90%,4%,32%,23%,15%,16%,15%
1.9%,107.9,120.9,79.4,139.2,305.2,2.8,5%,90%,4%,31%,23%,15%,15%,16%
1.3%,37.1,43.8,53.1,78.6,164.2,4.4,35%,59%,6%,30%,23%,16%,14%,17%
0.0%,12.9,17.0,40.0,30.1,124.6,9.6,39%,56%,5%,29%,22%,15%,16%,19%
0.0%,5.4,7.4,32.7,17.9,91.9,16.9,40%,56%,4%,29%,22%,16%,16%,17%
0.0%,14.1,23.0,47.1,53.2,132.7,9.4,34%,60%,6%,32%,23%,16%,15%,14%
0.0%,6.4,9.6,35.1,19.8,98.9,15.4,39%,56%,5%,29%,22%,16%,16%,17%
1.9%,51.7,60.6,55.7,99.7,191.7,3.7,36%,57%,7%,30%,23%,15%,16%,17%
2.6%,26.9,36.7,52.4,98.8,164.2,6.1,41%,54%,5%,30%,23%,15%,16%,16%
0.0%,9.6,10.4,35.9,21.7,120.0,12.6,33%,62%,5%,29%,23%,16%,16%,17%
0.6%,35.8,41.8,55.9,80.1,162.4,4.5,31%,64%,5%,34%,23%,14%,14%,15%
3.0%,59.3,76.2,58.6,130.6,204.2,3.4,9%,88%,3%,33%,23%,15%,15%,14%
1.8%,103.8,121.2,75.4,142.5,296.9,2.9,6%,92%,3%,29%,24%,14%,15%,17%
2.4%,96.6,110.6,71.7,147.6,282.6,2.9,8%,90%,2%,30%,22%,15%,16%,17%
4.8%,40.0,66.2,50.9,94.4,200.3,5.0,31%,62%,7%,30%,21%,15%,17%,17%
0.0%,9.9,14.1,36.3,33.7,122.7,12.3,41%,55%,4%,29%,23%,15%,16%,17%
0.1%,24.3,30.4,49.5,64.2,156.3,6.4,39%,55%,6%,28%,22%,16%,17%,17%
1.9%,44.3,52.6,55.1,91.5,178.8,4.0,37%,57%,6%,30%,22%,15%,16%,17%
1.2%,50.4,59.9,56.7,90.6,189.5,3.8,30%,63%,6%,31%,23%,15%,15%,16%
1.2%,104.6,117.3,73.9,131.5,298.9,2.9,2%,95%,3%,31%,25%,15%,16%,13%
11.1%,167.1,200.1,94.3,223.9,414.4,2.5,2%,84%,15%,32%,23%,13%,16%,17%
2.4%,92.4,110.8,69.0,145.0,276.1,3.0,2%,94%,4%,32%,23%,15%,15%,14%
2.9%,100.4,119.5,71.7,147.0,291.7,2.9,2%,92%,6%,30%,25%,16%,16%,14%
2.3%,36.4,45.0,56.8,93.4,165.2,4.5,42%,54%,4%,31%,23%,14%,16%,15%
3.8%,144.8,169.8,86.5,192.6,375.2,2.6,1%,97%,2%,36%,23%,14%,14%,14%
0.4%,16.4,19.3,46.1,66.7,140.5,8.6,38%,58%,5%,28%,21%,15%,17%,19%
1.3%,94.9,103.7,71.5,107.9,279.2,2.9,14%,80%,6%,29%,23%,15%,16%,18%
1.9%,67.4,81.8,63.5,104.4,221.7,3.3,12%,81%,6%,27%,22%,16%,18%,17%
3.2%,41.6,51.2,69.0,114.8,180.9,4.3,33%,59%,9%,30%,23%,15%,15%,17%
0.1%,15.6,23.5,44.9,54.0,136.6,8.8,46%,50%,5%,29%,22%,16%,16%,17%
3.6%,59.5,80.3,57.0,97.3,204.7,3.4,24%,68%,8%,29%,22%,16%,17%,17%
0.0%,19.9,27.2,39.0,36.2,153.8,7.7,49%,46%,5%,28%,23%,16%,16%,17%
0.1%,30.5,39.1,47.6,68.9,158.4,5.2,35%,60%,5%,30%,21%,15%,15%,20%
0.7%,59.1,71.9,56.7,85.1,203.3,3.4,19%,78%,3%,30%,21%,15%,16%,17%
0.0%,17.2,25.4,46.1,52.0,142.8,8.3,23%,72%,5%,33%,22%,14%,14%,16%
1.6%,45.4,56.8,55.7,95.0,180.6,4.0,22%,72%,6%,35%,22%,16%,13%,13%
0.0%,19.7,25.9,37.6,35.9,152.8,7.7,43%,53%,4%,29%,22%,15%,15%,20%
0.9%,76.9,93.6,70.1,103.6,244.9,3.2,17%,78%,5%,33%,22%,15%,15%,16%
3.4%,82.5,106.0,65.8,115.1,253.0,3.1,23%,71%,6%,34%,21%,15%,14%,17%
